# Acquisizione Analog Discovery 2
# Timestamp 2025-10-05 17:40:24
# time	ch1	ch2
-4.035999999999999657e-03	-5.580375587137746951e-01	-8.766317018349414902e-03
-4.034999999999999525e-03	-5.469895596171756580e-01	-2.740982433933442097e-02
-4.033999999999999392e-03	-5.212108950584446454e-01	2.419787374241588740e-03
-4.033000000000000126e-03	-5.064802295963126699e-01	-2.740982433933442097e-02
-4.031999999999999994e-03	-4.659708995754495153e-01	-1.622371994674341733e-02
-4.030999999999999861e-03	-4.365095686511854534e-01	1.360589176683259238e-02
-4.029999999999999728e-03	-4.254615695545864162e-01	-1.995242141094041854e-02
-4.028999999999999596e-03	-4.180962368235203730e-01	-1.308914089955412474e-03
-4.027999999999999463e-03	-4.144135704579873791e-01	2.419787374241588740e-03
-4.027000000000000197e-03	-3.407602431473271687e-01	-8.766317018349414902e-03
-4.026000000000000065e-03	-3.407602431473271687e-01	2.419787374241588740e-03
-4.024999999999999932e-03	-3.370775767817941748e-01	-1.622371994674341733e-02
-4.023999999999999799e-03	-3.149815785885961561e-01	9.877190302635591168e-03
-4.022999999999999667e-03	-2.855202476643320386e-01	-1.308914089955412474e-03
-4.021999999999999534e-03	-2.597415831056009705e-01	2.419787374241588740e-03
-4.020999999999999401e-03	-2.450109176434689673e-01	-8.766317018349414902e-03
-4.020000000000000136e-03	-2.302802521813369085e-01	-1.308914089955412474e-03
-4.019000000000000003e-03	-2.045015876226058682e-01	6.148488838438589954e-03
-4.017999999999999870e-03	-1.971362548915398527e-01	-1.308914089955412474e-03
-4.016999999999999738e-03	-1.639922576017427691e-01	-1.308914089955412474e-03
-4.015999999999999605e-03	-1.382135930430117010e-01	9.877190302635591168e-03
-4.014999999999999472e-03	-1.198002612153466484e-01	-5.037615554152413688e-03
-4.014000000000000207e-03	-7.560826482895054157e-02	2.419787374241588740e-03
-4.013000000000000074e-03	-9.770426302214860192e-02	2.479199615942359602e-02
-4.011999999999999941e-03	-6.456026573235151833e-02	6.148488838438589954e-03
-4.010999999999999809e-03	-3.878160117362045023e-02	6.148488838438589954e-03
-4.009999999999999676e-03	-3.141626844255443474e-02	1.360589176683259238e-02
-4.008999999999999543e-03	-2.405093571148841577e-02	2.419787374241588740e-03
-4.007999999999999410e-03	1.645839430937468678e-02	9.877190302635591168e-03
-4.007000000000000145e-03	3.855439250257274020e-02	2.419787374241588740e-03
-4.006000000000000012e-03	6.801572342683681605e-02	1.733459323102959360e-02
-4.004999999999999880e-03	5.696772433023778587e-02	-1.308914089955412474e-03
-4.003999999999999747e-03	1.011597207166338996e-01	1.733459323102959360e-02
-4.002999999999999614e-03	1.379863843719639771e-01	3.597810055201459967e-02
-4.001999999999999481e-03	1.453517171030299926e-01	9.877190302635591168e-03
-4.001000000000000216e-03	1.453517171030299926e-01	1.360589176683259238e-02
-4.000000000000000083e-03	2.079570453170911659e-01	-5.037615554152413688e-03
-3.998999999999999951e-03	2.116397116826241598e-01	2.106329469522659481e-02
-3.997999999999999818e-03	2.116397116826241598e-01	1.360589176683259238e-02
-3.996999999999999685e-03	2.374183762413552279e-01	1.733459323102959360e-02
-3.995999999999999552e-03	2.558317080690202805e-01	1.733459323102959360e-02
-3.994999999999999420e-03	2.631970408000862682e-01	1.360589176683259238e-02
-3.994000000000000154e-03	3.110717035520154106e-01	2.106329469522659481e-02
-3.993000000000000022e-03	3.184370362830814538e-01	2.106329469522659481e-02
-3.991999999999999889e-03	3.442157008418124664e-01	1.733459323102959360e-02
-3.990999999999999756e-03	3.589463663039445529e-01	2.852069762362059724e-02
-3.989999999999999623e-03	3.847250308626755655e-01	2.419787374241588740e-03
-3.988999999999999491e-03	3.920903635937416087e-01	6.148488838438589954e-03
-3.988000000000000225e-03	4.178690281524726768e-01	3.224939908781759845e-02
-3.987000000000000093e-03	4.141863617869396830e-01	1.360589176683259238e-02
-3.985999999999999960e-03	4.583783581733357759e-01	2.479199615942359602e-02
-3.984999999999999827e-03	4.915223554631328318e-01	1.733459323102959360e-02
-3.983999999999999694e-03	4.952050218286658811e-01	4.343550348040860209e-02
-3.982999999999999562e-03	5.099356872907978566e-01	2.852069762362059724e-02
-3.981999999999999429e-03	5.504450173116610667e-01	1.733459323102959360e-02
-3.981000000000000164e-03	5.541276836771940051e-01	2.852069762362059724e-02
-3.980000000000000031e-03	5.799063482359250177e-01	2.479199615942359602e-02
-3.978999999999999898e-03	5.909543473325240548e-01	2.479199615942359602e-02
-3.977999999999999765e-03	6.167330118912550674e-01	1.360589176683259238e-02
-3.976999999999999633e-03	6.498770091810521787e-01	2.852069762362059724e-02
-3.975999999999999500e-03	6.756556737397834134e-01	9.877190302635591168e-03
-3.975000000000000235e-03	7.051170046640473643e-01	3.224939908781759845e-02
-3.974000000000000102e-03	7.235303364917125002e-01	1.733459323102959360e-02
-3.972999999999999969e-03	7.419436683193774140e-01	5.089290640880260452e-02
-3.971999999999999836e-03	7.419436683193774140e-01	2.852069762362059724e-02
-3.970999999999999704e-03	7.419436683193774140e-01	1.733459323102959360e-02
-3.969999999999999571e-03	7.971836638023725996e-01	3.597810055201459967e-02
-3.968999999999999438e-03	8.266449947266367726e-01	3.970680201621160088e-02
-3.968000000000000173e-03	8.340103274577026493e-01	3.970680201621160088e-02
-3.967000000000000040e-03	8.561063256509007235e-01	4.343550348040860209e-02
-3.965999999999999907e-03	8.671543247474997607e-01	4.716420494460560331e-02
-3.964999999999999775e-03	9.002983220372968720e-01	5.089290640880260452e-02
-3.963999999999999642e-03	9.297596529615608230e-01	2.852069762362059724e-02
-3.962999999999999509e-03	9.187116538649620079e-01	1.733459323102959360e-02
-3.962000000000000244e-03	9.555383175202920576e-01	1.733459323102959360e-02
-3.961000000000000111e-03	9.776343157134901318e-01	3.597810055201459967e-02
-3.959999999999999978e-03	9.849996484445560085e-01	2.852069762362059724e-02
-3.958999999999999846e-03	1.018143645734353120e+00	2.106329469522659481e-02
-3.957999999999999713e-03	1.047604976658617071e+00	1.733459323102959360e-02
-3.956999999999999580e-03	1.047604976658617071e+00	4.716420494460560331e-02
-3.955999999999999447e-03	1.073383641217348305e+00	3.970680201621160088e-02
-3.955000000000000182e-03	1.110210304872678355e+00	2.852069762362059724e-02
-3.954000000000000049e-03	1.110210304872678355e+00	1.733459323102959360e-02
-3.952999999999999917e-03	-8.968428643428114633e-01	-3.486722726772842340e-02
-3.951999999999999784e-03	-8.710641997840804507e-01	-3.859592873192542462e-02
-3.950999999999999651e-03	-8.563335343219484752e-01	-6.096813751710743190e-02
-3.949999999999999518e-03	-8.231895370321513639e-01	-4.605333166031942704e-02
-3.949000000000000253e-03	-7.937282061078874129e-01	-2.368112287513741976e-02
